sample_id,compuesto_id,abundancia,unidad
ghosh2022_tomato_control_r05,ghosh2022_tomato_cmp013,0.03942888,relative_to_internal_standard
ghosh2022_tomato_healthy_whitefly_r01,ghosh2022_tomato_cmp013,0.039049841,relative_to_internal_standard
ghosh2022_tomato_healthy_whitefly_r02,ghosh2022_tomato_cmp013,0.028940502,relative_to_internal_standard
ghosh2022_tomato_healthy_whitefly_r03,ghosh2022_tomato_cmp013,0.032441805,relative_to_internal_standard
ghosh2022_tomato_healthy_whitefly_r04,ghosh2022_tomato_cmp013,0.026853275,relative_to_internal_standard
ghosh2022_tomato_healthy_whitefly_r05,ghosh2022_tomato_cmp013,0.0691715,relative_to_internal_standard
ghosh2022_tomato_virus_r01,ghosh2022_tomato_cmp013,0.029321809,relative_to_internal_standard
ghosh2022_tomato_virus_r02,ghosh2022_tomato_cmp013,0.025542643,relative_to_internal_standard
ghosh2022_tomato_virus_r03,ghosh2022_tomato_cmp013,0.025603956,relative_to_internal_standard
ghosh2022_tomato_virus_r04,ghosh2022_tomato_cmp013,0.020553868,relative_to_internal_standard
ghosh2022_tomato_virus_r05,ghosh2022_tomato_cmp013,0.030426374,relative_to_internal_standard
ghosh2022_tomato_control_r01,ghosh2022_tomato_cmp014,0.019672711,relative_to_internal_standard
ghosh2022_tomato_control_r02,ghosh2022_tomato_cmp014,0.031444398,relative_to_internal_standard
ghosh2022_tomato_control_r03,ghosh2022_tomato_cmp014,0.017398109,relative_to_internal_standard
ghosh2022_tomato_control_r04,ghosh2022_tomato_cmp014,0.020902619,relative_to_internal_standard
ghosh2022_tomato_control_r05,ghosh2022_tomato_cmp014,0.033815163,relative_to_internal_standard
ghosh2022_tomato_healthy_whitefly_r01,ghosh2022_tomato_cmp014,0.030879954,relative_to_internal_standard
ghosh2022_tomato_healthy_whitefly_r02,ghosh2022_tomato_cmp014,0.025573413,relative_to_internal_standard
ghosh2022_tomato_healthy_whitefly_r03,ghosh2022_tomato_cmp014,0.035254984,relative_to_internal_standard
ghosh2022_tomato_healthy_whitefly_r04,ghosh2022_tomato_cmp014,0.018125256,relative_to_internal_standard
ghosh2022_tomato_healthy_whitefly_r05,ghosh2022_tomato_cmp014,0.020699266,relative_to_internal_standard
ghosh2022_tomato_virus_r01,ghosh2022_tomato_cmp014,0.033843022,relative_to_internal_standard
ghosh2022_tomato_virus_r02,ghosh2022_tomato_cmp014,0.042704177,relative_to_internal_standard
ghosh2022_tomato_virus_r03,ghosh2022_tomato_cmp014,0.032788817,relative_to_internal_standard
ghosh2022_tomato_virus_r04,ghosh2022_tomato_cmp014,0.024422416,relative_to_internal_standard
ghosh2022_tomato_virus_r05,ghosh2022_tomato_cmp014,0.048568873,relative_to_internal_standard
ghosh2022_tomato_control_r01,ghosh2022_tomato_cmp015,0.008606988,relative_to_internal_standard
ghosh2022_tomato_control_r02,ghosh2022_tomato_cmp015,0.007986421,relative_to_internal_standard
ghosh2022_tomato_control_r03,ghosh2022_tomato_cmp015,0.00300671,relative_to_internal_standard
ghosh2022_tomato_control_r04,ghosh2022_tomato_cmp015,0.007448091,relative_to_internal_standard
ghosh2022_tomato_control_r05,ghosh2022_tomato_cmp015,0.007578037,relative_to_internal_standard
ghosh2022_tomato_healthy_whitefly_r01,ghosh2022_tomato_cmp015,0.011455331,relative_to_internal_standard
ghosh2022_tomato_healthy_whitefly_r02,ghosh2022_tomato_cmp015,0.010949102,relative_to_internal_standard
ghosh2022_tomato_healthy_whitefly_r03,ghosh2022_tomato_cmp015,0.003841589,relative_to_internal_standard
ghosh2022_tomato_healthy_whitefly_r04,ghosh2022_tomato_cmp015,0.009909102,relative_to_internal_standard
ghosh2022_tomato_healthy_whitefly_r05,ghosh2022_tomato_cmp015,0.007478491,relative_to_internal_standard
ghosh2022_tomato_virus_r01,ghosh2022_tomato_cmp015,0.010739732,relative_to_internal_standard
ghosh2022_tomato_virus_r02,ghosh2022_tomato_cmp015,0.007927054,relative_to_internal_standard
ghosh2022_tomato_virus_r03,ghosh2022_tomato_cmp015,0.008425675,relative_to_internal_standard
ghosh2022_tomato_virus_r04,ghosh2022_tomato_cmp015,0.009855778,relative_to_internal_standard
ghosh2022_tomato_virus_r05,ghosh2022_tomato_cmp015,0.014128919,relative_to_internal_standard
ghosh2022_tomato_control_r01,ghosh2022_tomato_cmp016,0.081479071,relative_to_internal_standard
ghosh2022_tomato_control_r02,ghosh2022_tomato_cmp016,0.065649869,relative_to_internal_standard
ghosh2022_tomato_control_r03,ghosh2022_tomato_cmp016,0.049994929,relative_to_internal_standard
ghosh2022_tomato_control_r04,ghosh2022_tomato_cmp016,0.064836784,relative_to_internal_standard
ghosh2022_tomato_control_r05,ghosh2022_tomato_cmp016,0.084225755,relative_to_internal_standard
ghosh2022_tomato_healthy_whitefly_r01,ghosh2022_tomato_cmp016,0.063983893,relative_to_internal_standard
ghosh2022_tomato_healthy_whitefly_r02,ghosh2022_tomato_cmp016,0.096997541,relative_to_internal_standard
ghosh2022_tomato_healthy_whitefly_r03,ghosh2022_tomato_cmp016,0.053326528,relative_to_internal_standard
ghosh2022_tomato_healthy_whitefly_r04,ghosh2022_tomato_cmp016,0.076502605,relative_to_internal_standard
ghosh2022_tomato_healthy_whitefly_r05,ghosh2022_tomato_cmp016,0.050914006,relative_to_internal_standard
ghosh2022_tomato_virus_r01,ghosh2022_tomato_cmp016,0.087698725,relative_to_internal_standard
ghosh2022_tomato_virus_r02,ghosh2022_tomato_cmp016,0.070213297,relative_to_internal_standard
ghosh2022_tomato_virus_r03,ghosh2022_tomato_cmp016,0.067246949,relative_to_internal_standard
ghosh2022_tomato_virus_r04,ghosh2022_tomato_cmp016,0.084026313,relative_to_internal_standard
ghosh2022_tomato_virus_r05,ghosh2022_tomato_cmp016,0.127297715,relative_to_internal_standard
ghosh2022_tomato_control_r01,ghosh2022_tomato_cmp017,0.384135202,relative_to_internal_standard
ghosh2022_tomato_control_r02,ghosh2022_tomato_cmp017,0.343570681,relative_to_internal_standard
ghosh2022_tomato_control_r03,ghosh2022_tomato_cmp017,0.288893357,relative_to_internal_standard
ghosh2022_tomato_control_r04,ghosh2022_tomato_cmp017,0.293174503,relative_to_internal_standard
ghosh2022_tomato_control_r05,ghosh2022_tomato_cmp017,0.516606771,relative_to_internal_standard
ghosh2022_tomato_healthy_whitefly_r01,ghosh2022_tomato_cmp017,0.424324561,relative_to_internal_standard
ghosh2022_tomato_healthy_whitefly_r02,ghosh2022_tomato_cmp017,0.35990189,relative_to_internal_standard
ghosh2022_tomato_healthy_whitefly_r03,ghosh2022_tomato_cmp017,0.353511274,relative_to_internal_standard
ghosh2022_tomato_healthy_whitefly_r04,ghosh2022_tomato_cmp017,0.256757176,relative_to_internal_standard
ghosh2022_tomato_healthy_whitefly_r05,ghosh2022_tomato_cmp017,0.545057399,relative_to_internal_standard
ghosh2022_tomato_virus_r01,ghosh2022_tomato_cmp017,0.303039784,relative_to_internal_standard
ghosh2022_tomato_virus_r02,ghosh2022_tomato_cmp017,0.216512775,relative_to_internal_standard
ghosh2022_tomato_virus_r03,ghosh2022_tomato_cmp017,0.270844602,relative_to_internal_standard
ghosh2022_tomato_virus_r04,ghosh2022_tomato_cmp017,0.23808483,relative_to_internal_standard
ghosh2022_tomato_virus_r05,ghosh2022_tomato_cmp017,0.390751923,relative_to_internal_standard
ghosh2022_tomato_control_r01,ghosh2022_tomato_cmp018,0.010396303,relative_to_internal_standard
ghosh2022_tomato_control_r02,ghosh2022_tomato_cmp018,0.013037874,relative_to_internal_standard
ghosh2022_tomato_control_r03,ghosh2022_tomato_cmp018,0.009755784,relative_to_internal_standard
ghosh2022_tomato_control_r04,ghosh2022_tomato_cmp018,0.009565699,relative_to_internal_standard
ghosh2022_tomato_control_r05,ghosh2022_tomato_cmp018,0.017022844,relative_to_internal_standard
